argument,participant,premise_1,premise_2,conclusion,rating,condition,edge_qn,conflict_qn
279,6,has fur,sings,has two legs,7,both_premises,0,1
280,6,has fur,sings,has a mane,1,both_premises,1,0
281,6,is pink,lives in the desert,lives in water,1,both_premises,1,0
282,6,is pink,lives in the desert,lives in the sea,1,both_premises,1,0
283,6,is pink,lives in the desert,eats fish,1,both_premises,1,0
284,6,is pink,lives in the desert,lives in the woods,1,both_premises,1,0
285,6,is pink,lives in the desert,stings,1,both_premises,0,0
286,6,is pink,lives in the desert,stinks,3,both_premises,0,0
287,6,is pink,lives in the desert,has a long neck,6,both_premises,0,0
288,6,is pink,lives in the desert,lives under the ground,1,both_premises,1,0
289,6,is pink,lives in the desert,sees in the dark,5,both_premises,0,0
290,6,is pink,lives in the desert,eats berries,4,both_premises,0,0
291,6,has feelers,has four legs,has scales,1,both_premises,0,0
292,6,has feelers,has four legs,has two legs,7,both_premises,1,0
293,6,has feelers,has four legs,has six legs,1,both_premises,1,0
294,6,has feelers,has four legs,is slow,3,both_premises,0,0
295,6,has feelers,has four legs,can jump far,3,both_premises,0,0
296,6,has feelers,has four legs,sucks blood,6,both_premises,0,0
297,6,has feelers,has four legs,can be ridden,1,both_premises,1,0
298,6,has feelers,has four legs,has fur,1,both_premises,0,0
299,6,has feelers,has four legs,has no legs,1,both_premises,1,0
300,6,has feelers,has four legs,is pink,1,both_premises,0,0
301,6,lays eggs,has a hump,is grey,3,both_premises,0,0
302,6,lays eggs,has a hump,is a pet,1,both_premises,0,0
303,6,lays eggs,has a hump,has two legs,7,both_premises,0,0
304,6,lays eggs,has a hump,is slow,7,both_premises,0,0
305,6,lays eggs,has a hump,eats grass,4,both_premises,0,1
306,6,lays eggs,has a hump,can be ridden,6,both_premises,0,1
307,6,lays eggs,has a hump,has fur,1,both_premises,0,1
308,6,lays eggs,has a hump,lives under the ground,3,both_premises,0,0
309,6,lays eggs,has a hump,climbs well,6,both_premises,0,0
310,6,lays eggs,has a hump,is blue,5,both_premises,0,0
311,6,can be ridden,is green,has four legs,7,both_premises,1,0
312,6,can be ridden,is green,has sharp teeth,1,both_premises,0,0
313,6,can be ridden,is green,has feelers,1,both_premises,0,0
314,6,can be ridden,is green,lives in trees,7,both_premises,0,0
315,6,can be ridden,is green,eats grass,6,both_premises,0,1
316,6,can be ridden,is green,is heavy,1,both_premises,0,0
317,6,can be ridden,is green,is yellow,1,both_premises,0,0
318,6,can be ridden,is green,lives in the desert,4,both_premises,0,0
319,6,can be ridden,is green,is strong,3,both_premises,1,0
320,6,can be ridden,is green,is cold-blooded,1,both_premises,0,0
321,6,has a beak,has sharp teeth,can fly,7,both_premises,0,1
322,6,has a beak,has sharp teeth,has wings,7,both_premises,0,1
323,6,has a beak,has sharp teeth,has feathers,7,both_premises,0,1
324,6,has a beak,has sharp teeth,has two legs,7,both_premises,0,1
325,6,has a beak,has sharp teeth,is a nocturnal animal,7,both_premises,0,0
326,6,has a beak,has sharp teeth,is a predator,7,both_premises,1,0
327,6,has a beak,has sharp teeth,sings,3,both_premises,0,0
328,6,has a beak,has sharp teeth,has no legs,1,both_premises,0,0
329,6,has a beak,has sharp teeth,lives under the ground,2,both_premises,0,0
330,6,has a beak,has sharp teeth,eats berries,5,both_premises,0,1
331,6,has sharp teeth,is red,can fly,6,both_premises,0,1
332,6,has sharp teeth,is red,has wings,2,both_premises,0,1
333,6,has sharp teeth,is red,is black,1,both_premises,0,0
334,6,has sharp teeth,is red,can swim,6,both_premises,0,0
335,6,has sharp teeth,is red,has two legs,7,both_premises,0,0
336,6,has sharp teeth,is red,crawls,7,both_premises,0,0
337,6,has sharp teeth,is red,is a predator,7,both_premises,1,0
338,6,has sharp teeth,is red,sucks blood,7,both_premises,0,0
339,6,has sharp teeth,is red,has no legs,1,both_premises,0,0
340,6,has sharp teeth,is red,makes a web,1,both_premises,0,0
341,6,is heavy,stings,is green,4,both_premises,0,0
342,6,is heavy,stings,is black,4,both_premises,0,0
343,6,is heavy,stings,eats fish,6,both_premises,0,0
344,6,is heavy,stings,stinks,6,both_premises,0,0
345,6,is heavy,stings,has a long neck,5,both_premises,0,0
346,6,is heavy,stings,has feelers,1,both_premises,0,1
347,6,is heavy,stings,is a predator,7,both_premises,0,0
348,6,is heavy,stings,lives in trees,6,both_premises,0,0
349,6,is heavy,stings,is slow,4,both_premises,1,0
350,6,is heavy,stings,eats berries,6,both_premises,0,0
351,6,has six legs,is pink,has four legs,7,both_premises,1,0
352,6,has six legs,is pink,is green,1,both_premises,0,0
353,6,has six legs,is pink,can swim,5,both_premises,0,0
354,6,has six legs,is pink,lives in the woods,7,both_premises,0,0
355,6,has six legs,is pink,has two legs,7,both_premises,1,0
356,6,has six legs,is pink,crawls,6,both_premises,1,0
357,6,has six legs,is pink,is a predator,1,both_premises,0,0
358,6,has six legs,is pink,has no legs,1,both_premises,1,0
359,6,has six legs,is pink,makes a web,2,both_premises,0,0
360,6,has six legs,is pink,sees in the dark,4,both_premises,0,0
361,6,makes a web,has six legs,lives in water,3,both_premises,0,0
362,6,makes a web,has six legs,has four legs,7,both_premises,1,0
363,6,makes a web,has six legs,is black,7,both_premises,0,0
364,6,makes a web,has six legs,is white,1,both_premises,0,0
365,6,makes a web,has six legs,has gills,1,both_premises,0,0
366,6,makes a web,has six legs,has two legs,7,both_premises,1,0
367,6,makes a web,has six legs,is a nocturnal animal,4,both_premises,0,0
368,6,makes a web,has six legs,crawls,7,both_premises,1,0
369,6,makes a web,has six legs,is heavy,2,both_premises,0,0
370,6,makes a web,has six legs,has no legs,1,both_premises,1,0
371,6,has fur,has feelers,lays eggs,4,both_premises,0,1
372,6,has fur,has feelers,lives in water,1,both_premises,0,0
373,6,has fur,has feelers,has four legs,5,both_premises,0,1
374,6,has fur,has feelers,has feathers,1,both_premises,1,0
375,6,has fur,has feelers,has scales,1,both_premises,1,0
376,6,has fur,has feelers,stings,5,both_premises,0,0
377,6,has fur,has feelers,stinks,5,both_premises,0,0
378,6,has fur,has feelers,is yellow,6,both_premises,0,0
379,6,has fur,has feelers,is pink,2,both_premises,0,0
380,6,has fur,has feelers,has a mane,2,both_premises,1,0
381,6,is a predator,is red,can fly,6,both_premises,0,0
382,6,is a predator,is red,lives in water,4,both_premises,0,0
383,6,is a predator,is red,is green,1,both_premises,0,0
384,6,is a predator,is red,has two legs,7,both_premises,0,0
385,6,is a predator,is red,has sharp teeth,7,both_premises,1,0
386,6,is a predator,is red,is pink,1,both_premises,0,0
387,6,is a predator,is red,is strong,7,both_premises,1,0
388,6,is a predator,is red,has a hump,3,both_premises,0,0
389,6,is a predator,is red,is cold-blooded,1,both_premises,0,0
390,6,is a predator,is red,eats berries,2,both_premises,0,0
391,6,is red,sees in the dark,has wings,6,both_premises,0,0
392,6,is red,sees in the dark,can swim,5,both_premises,0,0
393,6,is red,sees in the dark,has two legs,7,both_premises,0,0
394,6,is red,sees in the dark,is a nocturnal animal,7,both_premises,1,0
395,6,is red,sees in the dark,stinks,1,both_premises,0,0
396,6,is red,sees in the dark,sucks blood,6,both_premises,0,0
397,6,is red,sees in the dark,has no legs,1,both_premises,0,0
398,6,is red,sees in the dark,eats grain,6,both_premises,0,0
399,6,is red,sees in the dark,makes a web,1,both_premises,0,0
400,6,is red,sees in the dark,eats nuts,6,both_premises,0,0
1,7,has a trunk,lives in the sea,lives in water,6,both_premises,1,1
2,7,has a trunk,lives in the sea,can swim,6,both_premises,1,1
3,7,has a trunk,lives in the sea,eats fish,5,both_premises,1,1
4,7,has a trunk,lives in the sea,has gills,5,both_premises,1,0
5,7,has a trunk,lives in the sea,eats grass,3,both_premises,1,1
6,7,has a trunk,lives in the sea,sings,4,both_premises,1,0
7,7,has a trunk,lives in the sea,can be ridden,3,both_premises,0,1
8,7,has a trunk,lives in the sea,eats grain,3,both_premises,1,0
9,7,has a trunk,lives in the sea,makes an irritating sound,4,both_premises,1,0
10,7,has a trunk,lives in the sea,eats nuts,3,both_premises,1,1
11,7,has six legs,lives in the sea,lives in water,7,both_premises,1,1
12,7,has six legs,lives in the sea,has four legs,1,both_premises,1,0
13,7,has six legs,lives in the sea,can swim,6,both_premises,1,1
14,7,has six legs,lives in the sea,eats fish,4,both_premises,1,1
15,7,has six legs,lives in the sea,lives in the woods,1,both_premises,1,1
16,7,has six legs,lives in the sea,has feelers,4,both_premises,0,1
17,7,has six legs,lives in the sea,eats grass,2,both_premises,1,0
18,7,has six legs,lives in the sea,has no legs,1,both_premises,1,0
19,7,has six legs,lives in the sea,makes an irritating sound,3,both_premises,1,0
20,7,has six legs,lives in the sea,eats nuts,2,both_premises,1,0
21,7,can fly,has a mane,lays eggs,4,both_premises,0,1
22,7,can fly,has a mane,has wings,5,both_premises,1,1
23,7,can fly,has a mane,lives in water,3,both_premises,0,0
24,7,can fly,has a mane,has four legs,4,both_premises,0,1
25,7,can fly,has a mane,has feelers,4,both_premises,0,0
26,7,can fly,has a mane,lives in trees,4,both_premises,1,0
27,7,can fly,has a mane,has fur,5,both_premises,1,1
28,7,can fly,has a mane,makes an irritating sound,3,both_premises,0,0
29,7,can fly,has a mane,sees in the dark,4,both_premises,0,1
30,7,can fly,has a mane,eats nuts,4,both_premises,0,0
31,7,sucks blood,has two legs,has four legs,1,both_premises,1,0
32,7,sucks blood,has two legs,has feathers,4,both_premises,0,1
33,7,sucks blood,has two legs,has a beak,3,both_premises,0,1
34,7,sucks blood,has two legs,stings,5,both_premises,0,1
35,7,sucks blood,has two legs,has six legs,1,both_premises,1,1
36,7,sucks blood,has two legs,crawls,3,both_premises,1,1
37,7,sucks blood,has two legs,has feelers,4,both_premises,0,1
38,7,sucks blood,has two legs,has no legs,1,both_premises,1,0
39,7,sucks blood,has two legs,eats nuts,3,both_premises,0,1
40,7,sucks blood,has two legs,eats berries,3,both_premises,0,1
41,7,lives in the desert,is blue,lives in water,2,both_premises,1,1
42,7,lives in the desert,is blue,lives in the sea,1,both_premises,1,1
43,7,lives in the desert,is blue,eats fish,2,both_premises,1,0
44,7,lives in the desert,is blue,lives in the woods,2,both_premises,1,0
45,7,lives in the desert,is blue,has gills,2,both_premises,0,1
46,7,lives in the desert,is blue,is a nocturnal animal,6,both_premises,0,0
47,7,lives in the desert,is blue,is slow,4,both_premises,0,0
48,7,lives in the desert,is blue,has no legs,4,both_premises,0,0
49,7,lives in the desert,is blue,lives under the ground,5,both_premises,1,0
50,7,lives in the desert,is blue,sees in the dark,5,both_premises,0,0
51,7,can fly,has scales,has wings,6,both_premises,1,1
52,7,can fly,has scales,lives in water,3,both_premises,0,0
53,7,can fly,has scales,has feathers,1,both_premises,1,0
54,7,can fly,has scales,can swim,3,both_premises,0,1
55,7,can fly,has scales,is a predator,4,both_premises,0,0
56,7,can fly,has scales,lives in trees,5,both_premises,1,0
57,7,can fly,has scales,sings,4,both_premises,0,0
58,7,can fly,has scales,can be ridden,3,both_premises,0,0
59,7,can fly,has scales,has fur,1,both_premises,1,0
60,7,can fly,has scales,is cold-blooded,4,both_premises,0,1
61,7,has wings,has sharp teeth,can fly,5,both_premises,1,1
62,7,has wings,has sharp teeth,lives in water,3,both_premises,0,0
63,7,has wings,has sharp teeth,is green,3,both_premises,0,0
64,7,has wings,has sharp teeth,has gills,2,both_premises,0,0
65,7,has wings,has sharp teeth,has two legs,4,both_premises,0,0
66,7,has wings,has sharp teeth,is a predator,5,both_premises,1,0
67,7,has wings,has sharp teeth,is pink,4,both_premises,0,0
68,7,has wings,has sharp teeth,makes a web,3,both_premises,0,0
69,7,has wings,has sharp teeth,is strong,4,both_premises,0,0
70,7,has wings,has sharp teeth,climbs well,3,both_premises,0,0
71,7,has four legs,has feathers,can fly,4,both_premises,0,1
72,7,has four legs,has feathers,has wings,4,both_premises,0,1
73,7,has four legs,has feathers,has scales,1,both_premises,1,0
74,7,has four legs,has feathers,has a beak,4,both_premises,0,1
75,7,has four legs,has feathers,has two legs,1,both_premises,1,1
76,7,has four legs,has feathers,has six legs,1,both_premises,1,0
77,7,has four legs,has feathers,can be ridden,4,both_premises,1,0
78,7,has four legs,has feathers,has fur,1,both_premises,1,0
79,7,has four legs,has feathers,has no legs,1,both_premises,1,0
80,7,has four legs,has feathers,is pink,4,both_premises,0,0
81,7,makes a web,lives in water,lives in the sea,5,both_premises,1,0
82,7,makes a web,lives in water,can swim,5,both_premises,1,1
83,7,makes a web,lives in water,eats fish,4,both_premises,1,0
84,7,makes a web,lives in water,lives in the woods,3,both_premises,1,0
85,7,makes a web,lives in water,has gills,5,both_premises,1,0
86,7,makes a web,lives in water,eats grass,3,both_premises,1,0
87,7,makes a web,lives in water,sucks blood,4,both_premises,0,1
88,7,makes a web,lives in water,eats grain,3,both_premises,1,0
89,7,makes a web,lives in water,eats nuts,3,both_premises,1,0
90,7,makes a web,lives in water,eats berries,3,both_premises,1,0
91,7,has feathers,crawls,has scales,1,both_premises,1,0
92,7,has feathers,crawls,has a beak,3,both_premises,0,1
93,7,has feathers,crawls,has two legs,2,both_premises,1,1
94,7,has feathers,crawls,has six legs,5,both_premises,1,0
95,7,has feathers,crawls,has fur,1,both_premises,1,0
96,7,has feathers,crawls,has no legs,2,both_premises,1,0
97,7,has feathers,crawls,lives under the ground,4,both_premises,0,0
98,7,has feathers,crawls,makes a web,2,both_premises,0,0
99,7,has feathers,crawls,eats nuts,3,both_premises,0,1
100,7,has feathers,crawls,eats berries,3,both_premises,0,1
101,7,has a hump,makes a web,lays eggs,5,both_premises,0,1
102,7,has a hump,makes a web,has four legs,4,both_premises,0,1
103,7,has a hump,makes a web,is grey,4,both_premises,0,1
104,7,has a hump,makes a web,is black,4,both_premises,0,1
105,7,has a hump,makes a web,lives in the woods,4,both_premises,0,1
106,7,has a hump,makes a web,stings,4,both_premises,0,1
107,7,has a hump,makes a web,has feelers,4,both_premises,0,1
108,7,has a hump,makes a web,eats grass,3,both_premises,0,1
109,7,has a hump,makes a web,is heavy,3,both_premises,0,1
110,7,has a hump,makes a web,can be ridden,3,both_premises,0,1
111,7,is red,has a trunk,can fly,4,both_premises,0,1
112,7,is red,has a trunk,lays eggs,4,both_premises,0,1
113,7,is red,has a trunk,has wings,4,both_premises,0,1
114,7,is red,has a trunk,has four legs,4,both_premises,0,1
115,7,is red,has a trunk,is grey,4,both_premises,0,1
116,7,is red,has a trunk,has sharp teeth,4,both_premises,0,1
117,7,is red,has a trunk,eats grass,4,both_premises,0,1
118,7,is red,has a trunk,is heavy,4,both_premises,0,1
119,7,is red,has a trunk,can be ridden,4,both_premises,0,1
120,7,is red,has a trunk,is strong,4,both_premises,0,1
121,7,sings,has gills,can fly,3,both_premises,0,1
122,7,sings,has gills,has wings,2,both_premises,0,1
123,7,sings,has gills,lives in water,6,both_premises,1,0
124,7,sings,has gills,has feathers,3,both_premises,0,1
125,7,sings,has gills,lives in the sea,5,both_premises,1,0
126,7,sings,has gills,can swim,6,both_premises,0,1
127,7,sings,has gills,has two legs,4,both_premises,0,1
128,7,sings,has gills,lives in trees,2,both_premises,0,1
129,7,sings,has gills,is cold-blooded,4,both_premises,0,1
130,7,sings,has gills,eats nuts,2,both_premises,0,1
131,7,has wings,has a trunk,can fly,6,both_premises,1,1
132,7,has wings,has a trunk,lays eggs,4,both_premises,0,1
133,7,has wings,has a trunk,has four legs,4,both_premises,0,1
134,7,has wings,has a trunk,has sharp teeth,4,both_premises,0,1
135,7,has wings,has a trunk,crawls,3,both_premises,0,0
136,7,has wings,has a trunk,has a long neck,4,both_premises,0,0
137,7,has wings,has a trunk,eats grass,4,both_premises,0,1
138,7,has wings,has a trunk,can be ridden,4,both_premises,0,1
139,7,has wings,has a trunk,has fur,4,both_premises,0,1
140,7,has wings,has a trunk,eats berries,4,both_premises,0,0
141,7,has feathers,has no legs,can fly,3,both_premises,0,1
142,7,has feathers,has no legs,has wings,2,both_premises,0,1
143,7,has feathers,has no legs,has four legs,1,both_premises,1,0
144,7,has feathers,has no legs,has a beak,4,both_premises,0,1
145,7,has feathers,has no legs,has two legs,1,both_premises,1,1
146,7,has feathers,has no legs,has six legs,1,both_premises,1,0
147,7,has feathers,has no legs,has fur,1,both_premises,1,0
148,7,has feathers,has no legs,is cold-blooded,3,both_premises,0,1
149,7,has feathers,has no legs,eats nuts,3,both_premises,0,1
150,7,has feathers,has no legs,eats berries,3,both_premises,0,1
151,7,has scales,has a beak,can fly,3,both_premises,0,1
152,7,has scales,has a beak,has wings,3,both_premises,0,1
153,7,has scales,has a beak,has feathers,1,both_premises,1,1
154,7,has scales,has a beak,has two legs,3,both_premises,0,1
155,7,has scales,has a beak,stinks,3,both_premises,0,0
156,7,has scales,has a beak,sucks blood,2,both_premises,0,0
157,7,has scales,has a beak,has fur,1,both_premises,1,0
158,7,has scales,has a beak,is cold-blooded,4,both_premises,0,1
159,7,has scales,has a beak,eats nuts,3,both_premises,0,1
160,7,has scales,has a beak,eats berries,3,both_premises,0,1
161,7,stings,has feathers,has scales,1,both_premises,1,0
162,7,stings,has feathers,has a beak,2,both_premises,0,1
163,7,stings,has feathers,has two legs,3,both_premises,0,1
164,7,stings,has feathers,has sharp teeth,3,both_premises,0,0
165,7,stings,has feathers,crawls,4,both_premises,0,1
166,7,stings,has feathers,stinks,2,both_premises,0,0
167,7,stings,has feathers,has feelers,3,both_premises,0,1
168,7,stings,has feathers,has fur,1,both_premises,1,0
169,7,stings,has feathers,eats nuts,3,both_premises,0,1
170,7,stings,has feathers,eats berries,3,both_premises,0,1
171,7,has a beak,has fur,can fly,4,both_premises,0,1
172,7,has a beak,has fur,lays eggs,4,both_premises,0,1
173,7,has a beak,has fur,has wings,4,both_premises,0,1
174,7,has a beak,has fur,has four legs,4,both_premises,0,1
175,7,has a beak,has fur,has feathers,1,both_premises,1,1
176,7,has a beak,has fur,has scales,1,both_premises,1,0
177,7,has a beak,has fur,has two legs,4,both_premises,0,1
178,7,has a beak,has fur,stinks,4,both_premises,0,0
179,7,has a beak,has fur,sucks blood,3,both_premises,0,0
180,7,has a beak,has fur,has a mane,4,both_premises,1,0
181,7,can be ridden,has six legs,has four legs,1,both_premises,1,0
182,7,can be ridden,has six legs,lives in the woods,4,both_premises,0,1
183,7,can be ridden,has six legs,has two legs,1,both_premises,1,0
184,7,can be ridden,has six legs,crawls,5,both_premises,1,0
185,7,can be ridden,has six legs,stinks,4,both_premises,0,1
186,7,can be ridden,has six legs,has feelers,4,both_premises,0,1
187,7,can be ridden,has six legs,eats grass,4,both_premises,0,1
188,7,can be ridden,has six legs,is heavy,5,both_premises,0,1
189,7,can be ridden,has six legs,has no legs,1,both_premises,1,0
190,7,can be ridden,has six legs,is strong,6,both_premises,1,1
191,7,has gills,has feelers,can fly,3,both_premises,0,0
192,7,has gills,has feelers,lives in water,6,both_premises,1,1
193,7,has gills,has feelers,lives in the sea,5,both_premises,1,0
194,7,has gills,has feelers,can swim,6,both_premises,0,1
195,7,has gills,has feelers,eats fish,4,both_premises,0,1
196,7,has gills,has feelers,has six legs,4,both_premises,0,0
197,7,has gills,has feelers,stinks,3,both_premises,0,1
198,7,has gills,has feelers,is cold-blooded,5,both_premises,0,1
199,7,has gills,has feelers,climbs well,4,both_premises,0,0
200,7,has gills,has feelers,eats nuts,2,both_premises,0,0
201,7,lives in the sea,has a mane,lives in water,7,both_premises,1,1
202,7,lives in the sea,has a mane,can swim,6,both_premises,1,0
203,7,lives in the sea,has a mane,eats fish,5,both_premises,1,1
204,7,lives in the sea,has a mane,eats grass,2,both_premises,1,0
205,7,lives in the sea,has a mane,sings,4,both_premises,1,0
206,7,lives in the sea,has a mane,lives in the desert,1,both_premises,1,0
207,7,lives in the sea,has a mane,has fur,6,both_premises,1,1
208,7,lives in the sea,has a mane,eats grain,2,both_premises,1,0
209,7,lives in the sea,has a mane,makes an irritating sound,3,both_premises,1,0
210,7,lives in the sea,has a mane,sees in the dark,5,both_premises,0,1
211,7,has no legs,can fly,has wings,7,both_premises,1,1
212,7,has no legs,can fly,has four legs,1,both_premises,1,0
213,7,has no legs,can fly,can swim,2,both_premises,0,1
214,7,has no legs,can fly,has two legs,1,both_premises,1,0
215,7,has no legs,can fly,has six legs,1,both_premises,1,0
216,7,has no legs,can fly,crawls,2,both_premises,1,0
217,7,has no legs,can fly,lives in trees,6,both_premises,1,0
218,7,has no legs,can fly,can jump far,2,both_premises,1,0
219,7,has no legs,can fly,has a hump,2,both_premises,0,0
220,7,has no legs,can fly,is cold-blooded,5,both_premises,0,1
221,7,eats fish,has six legs,can fly,3,both_premises,0,0
222,7,eats fish,has six legs,lives in water,5,both_premises,1,0
223,7,eats fish,has six legs,has four legs,1,both_premises,1,0
224,7,eats fish,has six legs,is grey,4,both_premises,0,0
225,7,eats fish,has six legs,lives in the sea,5,both_premises,1,0
226,7,eats fish,has six legs,has two legs,1,both_premises,1,0
227,7,eats fish,has six legs,crawls,3,both_premises,1,0
228,7,eats fish,has six legs,has feelers,4,both_premises,0,1
229,7,eats fish,has six legs,lives in the desert,2,both_premises,1,0
230,7,eats fish,has six legs,has no legs,1,both_premises,1,0
231,7,has scales,has two legs,can fly,4,both_premises,0,1
232,7,has scales,has two legs,has wings,4,both_premises,0,1
233,7,has scales,has two legs,has feathers,1,both_premises,1,1
234,7,has scales,has two legs,has a beak,3,both_premises,0,1
235,7,has scales,has two legs,has six legs,1,both_premises,1,0
236,7,has scales,has two legs,has fur,1,both_premises,1,0
237,7,has scales,has two legs,has no legs,1,both_premises,1,0
238,7,has scales,has two legs,is cold-blooded,4,both_premises,0,1
239,7,has scales,has two legs,eats nuts,3,both_premises,0,1
240,7,has scales,has two legs,eats berries,3,both_premises,0,1
241,7,has two legs,lives under the ground,has four legs,1,both_premises,1,0
242,7,has two legs,lives under the ground,has feathers,3,both_premises,0,1
243,7,has two legs,lives under the ground,is green,3,both_premises,0,0
244,7,has two legs,lives under the ground,has a beak,4,both_premises,0,1
245,7,has two legs,lives under the ground,lives in the woods,4,both_premises,1,0
246,7,has two legs,lives under the ground,has six legs,1,both_premises,1,0
247,7,has two legs,lives under the ground,crawls,3,both_premises,1,1
248,7,has two legs,lives under the ground,lives in the desert,4,both_premises,1,0
249,7,has two legs,lives under the ground,has no legs,1,both_premises,1,0
250,7,has two legs,lives under the ground,climbs well,3,both_premises,0,0
251,7,has gills,has fur,lives in water,5,both_premises,1,0
252,7,has gills,has fur,has feathers,1,both_premises,1,0
253,7,has gills,has fur,lives in the sea,5,both_premises,1,0
254,7,has gills,has fur,has scales,1,both_premises,1,0
255,7,has gills,has fur,eats grass,3,both_premises,0,0
256,7,has gills,has fur,sucks blood,4,both_premises,0,0
257,7,has gills,has fur,is yellow,4,both_premises,0,0
258,7,has gills,has fur,sings,4,both_premises,0,0
259,7,has gills,has fur,has a mane,4,both_premises,1,0
260,7,has gills,has fur,is cold-blooded,4,both_premises,0,1
261,7,lives in trees,can be ridden,can fly,4,both_premises,1,0
262,7,lives in trees,can be ridden,has four legs,5,both_premises,1,0
263,7,lives in trees,can be ridden,lives in the woods,5,both_premises,1,1
264,7,lives in trees,can be ridden,is white,3,both_premises,0,0
265,7,lives in trees,can be ridden,is slow,4,both_premises,0,0
266,7,lives in trees,can be ridden,eats grass,3,both_premises,0,1
267,7,lives in trees,can be ridden,is strong,6,both_premises,1,0
268,7,lives in trees,can be ridden,has a hump,3,both_premises,0,0
269,7,lives in trees,can be ridden,climbs well,5,both_premises,1,0
270,7,lives in trees,can be ridden,sees in the dark,5,both_premises,0,0
271,7,has fur,sings,lays eggs,4,both_premises,0,1
272,7,has fur,sings,has wings,3,both_premises,0,1
273,7,has fur,sings,lives in water,3,both_premises,1,0
274,7,has fur,sings,has four legs,4,both_premises,0,1
275,7,has fur,sings,has feathers,1,both_premises,1,1
276,7,has fur,sings,lives in the sea,3,both_premises,1,0
277,7,has fur,sings,has scales,1,both_premises,1,0
278,7,has fur,sings,has a beak,4,both_premises,0,1
279,7,has fur,sings,has two legs,4,both_premises,0,1
280,7,has fur,sings,has a mane,4,both_premises,1,0
281,7,is pink,lives in the desert,lives in water,2,both_premises,1,0
282,7,is pink,lives in the desert,lives in the sea,2,both_premises,1,0
283,7,is pink,lives in the desert,eats fish,2,both_premises,1,0
284,7,is pink,lives in the desert,lives in the woods,3,both_premises,1,0
285,7,is pink,lives in the desert,stings,4,both_premises,0,0
286,7,is pink,lives in the desert,stinks,4,both_premises,0,0
287,7,is pink,lives in the desert,has a long neck,3,both_premises,0,0
288,7,is pink,lives in the desert,lives under the ground,5,both_premises,1,0
289,7,is pink,lives in the desert,sees in the dark,5,both_premises,0,0
290,7,is pink,lives in the desert,eats berries,3,both_premises,0,0
291,7,has feelers,has four legs,has scales,4,both_premises,0,0
292,7,has feelers,has four legs,has two legs,1,both_premises,1,0
293,7,has feelers,has four legs,has six legs,1,both_premises,1,0
294,7,has feelers,has four legs,is slow,4,both_premises,0,0
295,7,has feelers,has four legs,can jump far,3,both_premises,0,0
296,7,has feelers,has four legs,sucks blood,4,both_premises,0,0
297,7,has feelers,has four legs,can be ridden,3,both_premises,1,0
298,7,has feelers,has four legs,has fur,3,both_premises,0,0
299,7,has feelers,has four legs,has no legs,1,both_premises,1,0
300,7,has feelers,has four legs,is pink,3,both_premises,0,0
301,7,lays eggs,has a hump,is grey,4,both_premises,0,0
302,7,lays eggs,has a hump,is a pet,3,both_premises,0,0
303,7,lays eggs,has a hump,has two legs,4,both_premises,0,0
304,7,lays eggs,has a hump,is slow,4,both_premises,0,0
305,7,lays eggs,has a hump,eats grass,4,both_premises,0,1
306,7,lays eggs,has a hump,can be ridden,4,both_premises,0,1
307,7,lays eggs,has a hump,has fur,4,both_premises,0,1
308,7,lays eggs,has a hump,lives under the ground,4,both_premises,0,0
309,7,lays eggs,has a hump,climbs well,3,both_premises,0,0
310,7,lays eggs,has a hump,is blue,4,both_premises,0,0
311,7,can be ridden,is green,has four legs,5,both_premises,1,0
312,7,can be ridden,is green,has sharp teeth,4,both_premises,0,0
313,7,can be ridden,is green,has feelers,3,both_premises,0,0
314,7,can be ridden,is green,lives in trees,2,both_premises,0,0
315,7,can be ridden,is green,eats grass,4,both_premises,0,1
316,7,can be ridden,is green,is heavy,5,both_premises,0,0
317,7,can be ridden,is green,is yellow,1,both_premises,0,0
318,7,can be ridden,is green,lives in the desert,3,both_premises,0,0
319,7,can be ridden,is green,is strong,6,both_premises,1,0
320,7,can be ridden,is green,is cold-blooded,4,both_premises,0,0
321,7,has a beak,has sharp teeth,can fly,4,both_premises,0,1
322,7,has a beak,has sharp teeth,has wings,4,both_premises,0,1
323,7,has a beak,has sharp teeth,has feathers,4,both_premises,0,1
324,7,has a beak,has sharp teeth,has two legs,4,both_premises,0,1
325,7,has a beak,has sharp teeth,is a nocturnal animal,4,both_premises,0,0
326,7,has a beak,has sharp teeth,is a predator,5,both_premises,1,0
327,7,has a beak,has sharp teeth,sings,3,both_premises,0,0
328,7,has a beak,has sharp teeth,has no legs,2,both_premises,0,0
329,7,has a beak,has sharp teeth,lives under the ground,3,both_premises,0,0
330,7,has a beak,has sharp teeth,eats berries,2,both_premises,0,1
331,7,has sharp teeth,is red,can fly,4,both_premises,0,1
332,7,has sharp teeth,is red,has wings,4,both_premises,0,1
333,7,has sharp teeth,is red,is black,4,both_premises,0,0
334,7,has sharp teeth,is red,can swim,4,both_premises,0,0
335,7,has sharp teeth,is red,has two legs,4,both_premises,0,0
336,7,has sharp teeth,is red,crawls,4,both_premises,0,0
337,7,has sharp teeth,is red,is a predator,5,both_premises,1,0
338,7,has sharp teeth,is red,sucks blood,4,both_premises,0,0
339,7,has sharp teeth,is red,has no legs,4,both_premises,0,0
340,7,has sharp teeth,is red,makes a web,4,both_premises,0,0
341,7,is heavy,stings,is green,4,both_premises,0,0
342,7,is heavy,stings,is black,4,both_premises,0,0
